Llegada Basket 73;6070,9022;0,0705;376,922;6447,8242;;;9500,2642;;;6448,7842;;;;;Limpiando;1;;6127,490299999994;1430,1588;2199,2735;586,6825;11;12;8;32;0;En Espera;6070,9022;Basket;;;;;;;;;;;;;;;;10;
Fin de Limpieza 74;6127,4902;;;6447,8242;;;9500,2642;;;6448,7842;Basket;0,6151;106,906;6234,3962;Ocupada;0;;;1486,7468;2199,2735;586,6825;12;12;8;32;0;Jugando;6070,9022;Basket;;;;;;;;;;;;;;;;11;
Fin Ocupacion 75;6234,3962;;;6447,8242;;;9500,2642;;;6448,7842;;;;;Limpiando;0;272,2999999999934;6506,696199999994;1486,7468;2199,2735;586,6825;12;12;8;32;0;Finalizo;6070,9022;Basket;;;;;;;;;;;;;;;;11;Basket
Llegada Basket 76;6447,8242;0,5565;493,577;6941,4012;;;9500,2642;;;6448,7842;;;;;Limpiando;1;;6506,696199999994;1486,7468;2199,2735;586,6825;12;12;8;33;0;En Espera;6447,8242;Basket;;;;;;;;;;;;;;;;11;
Llegada Handball 77;6448,7842;;;6941,4012;;;9500,2642;0,1599;638,3941;7087,1783;;;;;Limpiando;2;;6506,696199999994;1486,7468;2199,2735;586,6825;12;12;8;34;0;En Espera;6447,8242;Basket;En Espera;6448,7842;Handball;;;;;;;;;;;;;11;
Fin de Limpieza 78;6506,6961;;;6941,4012;;;9500,2642;;;7087,1783;Basket;0,7947;117,6819;6624,378;Ocupada;1;;;1545,6187;2199,2735;586,6825;13;12;8;34;0;Jugando;6447,8242;Basket;En Espera;6448,7842;Handball;;;;;;;;;;;;;12;
Fin Ocupacion 79;6624,378;;;6941,4012;;;9500,2642;;;7087,1783;Handball;0,4516;91,612;6715,99;Ocupada;0;;;1545,6187;2199,2735;762,2762;13;12;9;34;0;Finalizo;6447,8242;Basket;Jugando;6448,7842;Handball;;;;;;;;;;;;;12;
Fin Ocupacion 80;6715,99;;;6941,4012;;;9500,2642;;;7087,1783;;;;;Limpiando;0;181,299999999994;6897,289999999994;1545,6187;2199,2735;762,2762;13;12;9;34;0;;;;Finalizo;6448,7842;Handball;;;;;;;;;;;;;12;Handball
Fin de Limpieza 81;6897,2899;;;6941,4012;;;9500,2642;;;7087,1783;;;;;Libre;0;;;1545,6187;2199,2735;762,2762;13;12;9;34;0;;;;;;;;;;;;;;;;;;;13;
Llegada Basket 82;6941,4012;0,5145;483,4986;7424,8998;;;9500,2642;;;7087,1783;Basket;0,3204;89,224;7030,6252;Ocupada;0;;;1545,6187;2199,2735;762,2762;14;12;9;35;0;Jugando;6941,4012;Basket;;;;;;;;;;;;;;;;13;
Fin Ocupacion 83;7030,6252;;;7424,8998;;;9500,2642;;;7087,1783;;;;;Limpiando;0;272,1999999999934;7302,825199999994;1545,6187;2199,2735;762,2762;14;12;9;35;0;Finalizo;6941,4012;Basket;;;;;;;;;;;;;;;;13;Basket
Llegada Handball 84;7087,1783;;;7424,8998;;;9500,2642;0,0153;603,686;7690,8643;;;;;Limpiando;1;;7302,825199999994;1545,6187;2199,2735;762,2762;14;12;9;36;0;En Espera;7087,1783;Handball;;;;;;;;;;;;;;;;13;
Fin de Limpieza 85;7302,8251;;;7424,8998;;;9500,2642;;;7690,8643;Handball;0,5624;99,368;7402,1931;Ocupada;0;;;1545,6187;2199,2735;977,923;14;12;10;36;0;Jugando;7087,1783;Handball;;;;;;;;;;;;;;;;14;
Fin Ocupacion 86;7402,1931;;;7424,8998;;;9500,2642;;;7690,8643;;;;;Limpiando;0;181,199999999994;7583,393099999995;1545,6187;2199,2735;977,923;14;12;10;36;0;Finalizo;7087,1783;Handball;;;;;;;;;;;;;;;;14;Handball
Llegada Basket 87;7424,8998;0,4615;470,7717;7895,6715;;;9500,2642;;;7690,8643;;;;;Limpiando;1;;7583,393099999995;1545,6187;2199,2735;977,923;14;12;10;37;0;En Espera;7424,8998;Basket;;;;;;;;;;;;;;;;14;
Fin de Limpieza 88;7583,393;;;7895,6715;;;9500,2642;;;7690,8643;Basket;0,6045;106,27;7689,663;Ocupada;0;;;1704,1119;2199,2735;977,923;15;12;10;37;0;Jugando;7424,8998;Basket;;;;;;;;;;;;;;;;15;
Fin Ocupacion 89;7689,663;;;7895,6715;;;9500,2642;;;7690,8643;;;;;Limpiando;0;272,0999999999934;7961,762999999993;1704,1119;2199,2735;977,923;15;12;10;37;0;Finalizo;7424,8998;Basket;;;;;;;;;;;;;;;;15;Basket
Llegada Handball 90;7690,8643;;;7895,6715;;;9500,2642;0,1428;634,2863;8325,1505;;;;;Limpiando;1;;7961,762999999993;1704,1119;2199,2735;977,923;15;12;10;38;0;En Espera;7690,8643;Handball;;;;;;;;;;;;;;;;15;
Llegada Basket 91;7895,6715;0,9676;592,2294;8487,9009;;;9500,2642;;;8325,1505;;;;;Limpiando;2;;7961,762999999993;1704,1119;2199,2735;977,923;15;12;10;39;0;En Espera;7690,8643;Handball;En Espera;7895,6715;Basket;;;;;;;;;;;;;15;
Fin de Limpieza 92;7961,7629;;;8487,9009;;;9500,2642;;;8325,1505;Handball;0,731;111,17;8072,9329;Ocupada;1;;;1704,1119;2199,2735;1248,8216;15;12;11;39;0;Jugando;7690,8643;Handball;En Espera;7895,6715;Basket;;;;;;;;;;;;;16;
Fin Ocupacion 93;8072,9329;;;8487,9009;;;9500,2642;;;8325,1505;Basket;0,2342;84,0519;8156,9848;Ocupada;0;;;1881,3732;2199,2735;1248,8216;16;12;11;39;0;Finalizo;7690,8643;Handball;Jugando;7895,6715;Basket;;;;;;;;;;;;;16;
Fin Ocupacion 94;8156,9848;;;8487,9009;;;9500,2642;;;8325,1505;;;;;Limpiando;0;271,99999999999335;8428,984799999993;1881,3732;2199,2735;1248,8216;16;12;11;39;0;;;;Finalizo;7895,6715;Basket;;;;;;;;;;;;;16;Basket
Llegada Handball 95;8325,1505;;;8487,9009;;;9500,2642;0,9669;832,0671;9157,2176;;;;;Limpiando;1;;8428,984799999993;1881,3732;2199,2735;1248,8216;16;12;11;40;0;En Espera;8325,1505;Handball;;;;;;;;;;;;;;;;16;
Fin de Limpieza 96;8428,9847;;;8487,9009;;;9500,2642;;;9157,2176;Handball;0,4162;89,134;8518,1187;Ocupada;0;;;1881,3732;2199,2735;1352,6558;16;12;12;40;0;Jugando;8325,1505;Handball;;;;;;;;;;;;;;;;17;
Llegada Basket 97;8487,9009;0,9778;594,6872;9082,5881;;;9500,2642;;;9157,2176;;;;8518,1187;Ocupada;1;;;1881,3732;2199,2735;1352,6558;16;12;12;41;0;Jugando;8325,1505;Handball;En Espera;8487,9009;Basket;;;;;;;;;;;;;17;
Fin Ocupacion 98;8518,1187;;;9082,5881;;;9500,2642;;;9157,2176;Basket;0,2781;86,686;8604,8047;Ocupada;0;;;1911,591;2199,2735;1352,6558;17;12;12;41;0;Finalizo;8325,1505;Handball;Jugando;8487,9009;Basket;;;;;;;;;;;;;17;
Fin Ocupacion 99;8604,8047;;;9082,5881;;;9500,2642;;;9157,2176;;;;;Limpiando;0;271,99999999999335;8876,804699999993;1911,591;2199,2735;1352,6558;17;12;12;41;0;;;;Finalizo;8487,9009;Basket;;;;;;;;;;;;;17;Basket
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
