ti              Di              dD/dt           ti+1            Di+1           
0,0000          0,0000          7,2000          0,1000          0,7200         
0,1000          0,7200          7,3000          0,2000          0,8300         
0,2000          0,8300          7,4000          0,3000          0,9400         
0,3000          0,9400          7,5000          0,4000          1,0500         
0,4000          1,0500          7,6000          0,5000          1,1600         
0,5000          1,1600          7,7000          0,6000          1,2700         
0,6000          1,2700          7,8000          0,7000          1,3800         
0,7000          1,3800          7,9000          0,8000          1,4900         
0,8000          1,4900          8,0000          0,9000          1,6000         
0,9000          1,6000          8,1000          1,0000          1,7100         
1,0000          1,7100          8,2000          1,1000          1,8200         
1,1000          1,8200          8,3000          1,2000          1,9300         
1,2000          1,9300          8,4000          1,3000          2,0400         
1,3000          2,0400          8,5000          1,4000          2,1500         
1,4000          2,1500          8,6000          1,5000          2,2600         
1,5000          2,2600          8,7000          1,6000          2,3700         
1,6000          2,3700          8,8000          1,7000          2,4800         
1,7000          2,4800          8,9000          1,8000          2,5900         
1,8000          2,5900          9,0000          1,9000          2,7000         
1,9000          2,7000          9,1000          2,0000          2,8100         
2,0000          2,8100          9,2000          2,1000          2,9200         
2,1000          2,9200          9,3000          2,2000          3,0300         
2,2000          3,0300          9,4000          2,3000          3,1400         
2,3000          3,1400          9,5000          2,4000          3,2500         
2,4000          3,2500          9,6000          2,5000          3,3600         
2,5000          3,3600          9,7000          2,6000          3,4700         
2,6000          3,4700          9,8000          2,7000          3,5800         
2,7000          3,5800          9,9000          2,8000          3,6900         
2,8000          3,6900          10,0000         2,9000          3,8000         
2,9000          3,8000          10,1000         3,0000          3,9100         
3,0000          3,9100          10,2000         3,1000          4,0200         
3,1000          4,0200          10,3000         3,2000          4,1300         
3,2000          4,1300          10,4000         3,3000          4,2400         
3,3000          4,2400          10,5000         3,4000          4,3500         
3,4000          4,3500          10,6000         3,5000          4,4600         
3,5000          4,4600          10,7000         3,6000          4,5700         
3,6000          4,5700          10,8000         3,7000          4,6800         
3,7000          4,6800          10,9000         3,8000          4,7900         
3,8000          4,7900          11,0000         3,9000          4,9000         
3,9000          4,9000          11,1000         4,0000          5,0100         
4,0000          5,0100          11,2000         4,1000          5,1200         
4,1000          5,1200          11,3000         4,2000          5,2300         
4,2000          5,2300          11,4000         4,3000          5,3400         
4,3000          5,3400          11,5000         4,4000          5,4500         
4,4000          5,4500          11,6000         4,5000          5,5600         
4,5000          5,5600          11,7000         4,6000          5,6700         
4,6000          5,6700          11,8000         4,7000          5,7800         
4,7000          5,7800          11,9000         4,8000          5,8900         
